"order_date","order_year","order_month","month_number","category","sales","quantity","discount","profit"
"2017-09-08","2017","September","9","Technology","258.528","2.0","40.0","-47.3968"
"2017-10-02","2017","October","10","Office Supplies","49.12","4.0","0.0","23.0864"
"2017-11-12","2017","November","11","Office Supplies","30.56","5.0","80.0","-45.84"
"2017-11-12","2017","November","11","Office Supplies","77.952","3.0","20.0","-15.5904"
"2017-11-12","2017","November","11","Technology","67.992","1.0","20.0","8.499"
"2017-11-12","2017","November","11","Office Supplies","12.224","2.0","20.0","4.4312"
"2017-11-12","2017","November","11","Technology","44.784","2.0","20.0","-0.5598"
"2017-11-12","2017","November","11","Furniture","22.848","3.0","60.0","-17.7072"
"2017-09-25","2017","September","9","Technology","119.96","5.0","20.0","35.988"
"2017-09-25","2017","September","9","Office Supplies","10.608","6.0","20.0","0.9282"
"2017-02-11","2017","February","2","Furniture","963.136","4.0","20.0","108.3528"
"2017-02-11","2017","February","2","Technology","88.776","3.0","20.0","7.7679"
"2017-07-20","2017","July","7","Office Supplies","735.98","2.0","0.0","331.191"
"2017-12-21","2017","December","12","Office Supplies","23.88","6.0","0.0","11.2236"
"2017-11-11","2017","November","11","Office Supplies","181.86","7.0","0.0","50.9208"
"2017-09-23","2017","September","9","Furniture","180.588","2.0","70.0","-240.784"
"2017-09-23","2017","September","9","Technology","47.984","2.0","20.0","0.5998"
"2017-09-10","2017","September","9","Office Supplies","18.76","2.0","0.0","9.0048"
"2017-12-05","2017","December","12","Furniture","20.94","3.0","0.0","6.0726"
"2017-12-05","2017","December","12","Furniture","58.68","2.0","0.0","18.1908"
"2017-12-05","2017","December","12","Office Supplies","254.9","5.0","0.0","68.823"
"2017-11-09","2017","November","11","Office Supplies","9.64","2.0","0.0","4.4344"
"2017-11-09","2017","November","11","Technology","826.62","3.0","0.0","355.4466"
"2017-11-09","2017","November","11","Office Supplies","1633.14","9.0","0.0","473.6106"
"2017-11-09","2017","November","11","Office Supplies","544.38","3.0","0.0","157.8702"
"2017-03-12","2017","March","3","Technology","69.93","7.0","0.0","32.1678"
"2017-10-20","2017","October","10","Office Supplies","3.75","1.0","0.0","1.8"
"2017-10-20","2017","October","10","Office Supplies","20.928","4.0","20.0","7.5864"
"2017-10-02","2017","October","10","Technology","65.99","1.0","0.0","17.1574"
"2017-06-04","2017","June","6","Office Supplies","6.37","7.0","80.0","-9.555"
"2017-07-22","2017","July","7","Technology","29.97","3.0","0.0","14.0859"
"2017-12-18","2017","December","12","Office Supplies","18.704","7.0","20.0","2.338"
"2017-09-22","2017","September","9","Office Supplies","13.392","3.0","20.0","5.022"
"2017-09-22","2017","September","9","Office Supplies","11.228","7.0","80.0","-18.5262"
"2017-07-08","2017","July","7","Office Supplies","75.18","6.0","0.0","35.3346"
"2017-11-10","2017","November","11","Office Supplies","931.176","3.0","20.0","314.2719"
"2017-11-10","2017","November","11","Technology","430.88","2.0","0.0","124.9552"
"2017-09-01","2017","September","9","Furniture","114.9","5.0","0.0","39.066"
"2017-04-16","2017","April","4","Office Supplies","26.046","3.0","80.0","-44.2782"
"2017-04-16","2017","April","4","Office Supplies","2.896","1.0","80.0","-4.7784"
"2017-04-16","2017","April","4","Office Supplies","32.544","2.0","20.0","-7.7292"
"2017-03-31","2017","March","3","Office Supplies","13.468","13.0","80.0","-22.8956"
"2017-12-01","2017","December","12","Technology","219.8","5.0","20.0","24.7275"
"2017-12-01","2017","December","12","Furniture","317.058","3.0","30.0","-18.1176"
"2017-12-10","2017","December","12","Technology","49.08","3.0","0.0","4.908"
"2017-12-10","2017","December","12","Office Supplies","324.9","5.0","0.0","38.988"
"2017-12-10","2017","December","12","Office Supplies","18.24","3.0","0.0","5.2896"
"2017-04-17","2017","April","4","Furniture","60.312","3.0","20.0","5.2773"
"2017-10-27","2017","October","10","Office Supplies","7.056","3.0","20.0","2.205"
"2017-10-27","2017","October","10","Technology","27.184","2.0","20.0","2.0388"
"2017-05-08","2017","May","5","Technology","3359.952","6.0","20.0","1049.985"
"2017-11-02","2017","November","11","Office Supplies","18.24","3.0","0.0","9.12"
"2017-11-02","2017","November","11","Office Supplies","27.78","6.0","0.0","9.1674"
"2017-02-20","2017","February","2","Office Supplies","6.56","2.0","0.0","1.9024"
"2017-02-20","2017","February","2","Office Supplies","13.11","3.0","0.0","3.4086"
"2017-10-01","2017","October","10","Technology","1704.89","11.0","0.0","767.2005"
"2017-11-16","2017","November","11","Technology","1919.976","3.0","20.0","215.9973"
"2017-12-24","2017","December","12","Furniture","271.764","2.0","10.0","48.3136"
"2017-12-24","2017","December","12","Office Supplies","14.376","3.0","20.0","4.8519"
"2017-11-10","2017","November","11","Furniture","341.96","5.0","60.0","-427.45"
"2017-12-14","2017","December","12","Technology","227.976","3.0","20.0","28.497"
"2017-12-14","2017","December","12","Technology","52.68","3.0","20.0","19.755"
"2017-12-14","2017","December","12","Furniture","2.032","1.0","60.0","-1.3208"
"2017-08-21","2017","August","8","Office Supplies","17.12","4.0","0.0","4.9648"
"2017-08-21","2017","August","8","Technology","431.968","4.0","20.0","37.7972"
"2017-08-21","2017","August","8","Furniture","129.92","4.0","0.0","10.3936"
"2017-08-21","2017","August","8","Furniture","568.728","3.0","20.0","28.4364"
"2017-08-21","2017","August","8","Office Supplies","117.144","9.0","20.0","42.4647"
"2017-08-21","2017","August","8","Office Supplies","203.52","3.0","0.0","54.9504"
"2017-08-21","2017","August","8","Office Supplies","51.75","5.0","0.0","24.84"
"2017-11-05","2017","November","11","Office Supplies","16.03","5.0","80.0","-25.648"
"2017-09-07","2017","September","9","Office Supplies","73.008","9.0","20.0","26.4654"
"2017-09-23","2017","September","9","Office Supplies","25.824","6.0","20.0","9.0384"
"2017-09-23","2017","September","9","Office Supplies","160.96","2.0","0.0","48.288"
"2017-03-17","2017","March","3","Office Supplies","13.776","6.0","80.0","-22.0416"
"2017-03-17","2017","March","3","Office Supplies","10.272","3.0","20.0","3.21"
"2017-11-23","2017","November","11","Furniture","24.048","9.0","20.0","7.2144"
"2017-08-27","2017","August","8","Office Supplies","2.896","1.0","20.0","0.9774"
"2017-10-07","2017","October","10","Office Supplies","580.672","4.0","20.0","65.3256"
"2017-10-07","2017","October","10","Office Supplies","18.936","3.0","20.0","5.9175"
"2017-10-07","2017","October","10","Technology","222.384","2.0","20.0","16.6788"
"2017-10-07","2017","October","10","Office Supplies","50.454","6.0","70.0","-33.636"
"2017-10-07","2017","October","10","Furniture","154.764","3.0","40.0","-36.1116"
"2017-03-25","2017","March","3","Office Supplies","6.848","2.0","20.0","2.14"
"2017-06-10","2017","June","6","Office Supplies","40.032","6.0","20.0","15.012"
"2017-07-01","2017","July","7","Office Supplies","443.92","4.0","0.0","13.3176"
"2017-07-01","2017","July","7","Office Supplies","169.99","1.0","0.0","78.1954"
"2017-07-01","2017","July","7","Office Supplies","25.92","4.0","0.0","12.4416"
"2017-05-29","2017","May","5","Furniture","65.424","4.0","60.0","-52.3392"
"2017-04-30","2017","April","4","Office Supplies","10.368","2.0","20.0","3.6288"
"2017-07-03","2017","July","7","Office Supplies","32.896","4.0","20.0","11.1024"
"2017-07-03","2017","July","7","Furniture","215.148","2.0","40.0","-103.9882"
"2017-07-03","2017","July","7","Office Supplies","30.96","6.0","20.0","11.223"
"2017-12-08","2017","December","12","Office Supplies","29.79","3.0","0.0","8.6391"
"2017-12-08","2017","December","12","Furniture","128.9","2.0","0.0","15.468"
"2017-12-08","2017","December","12","Office Supplies","60.12","9.0","0.0","28.8576"
"2017-12-05","2017","December","12","Office Supplies","24.816","3.0","20.0","8.3754"
"2017-12-05","2017","December","12","Office Supplies","14.976","6.0","20.0","5.4288"
"2017-10-30","2017","October","10","Furniture","16.192","2.0","60.0","-8.5008"
"2017-10-30","2017","October","10","Furniture","251.006","2.0","30.0","-68.1302"
"2017-10-30","2017","October","10","Office Supplies","54.192","6.0","20.0","4.0644"
"2017-11-19","2017","November","11","Office Supplies","16.74","3.0","0.0","8.37"
"2017-11-19","2017","November","11","Office Supplies","2504.74","7.0","0.0","626.185"
"2017-06-11","2017","June","6","Office Supplies","3.76","2.0","0.0","1.0904"
"2017-09-16","2017","September","9","Technology","71.976","3.0","20.0","19.7934"
"2017-09-16","2017","September","9","Furniture","22.512","3.0","20.0","2.2512"
"2017-09-16","2017","September","9","Office Supplies","3.444","2.0","70.0","-2.7552"
"2017-09-16","2017","September","9","Office Supplies","538.194","2.0","70.0","-412.6154"
"2017-09-16","2017","September","9","Technology","47.984","2.0","20.0","14.3952"
"2017-11-05","2017","November","11","Technology","492.768","4.0","20.0","55.4364"
"2017-12-03","2017","December","12","Technology","47.992","1.0","20.0","7.1988"
"2017-11-12","2017","November","11","Office Supplies","10.848","2.0","20.0","3.5256"
"2017-11-12","2017","November","11","Technology","18.544","2.0","20.0","3.0134"
"2017-03-03","2017","March","3","Furniture","180.98","1.0","0.0","47.0548"
"2017-03-03","2017","March","3","Technology","99.98","2.0","0.0","42.9914"
"2017-09-05","2017","September","9","Office Supplies","147.184","2.0","20.0","-29.4368"
"2017-10-22","2017","October","10","Furniture","177.225","5.0","50.0","-120.513"
"2017-09-24","2017","September","9","Technology","72.0","4.0","0.0","12.96"
"2017-09-24","2017","September","9","Technology","655.9","5.0","0.0","275.478"
"2017-09-24","2017","September","9","Furniture","603.92","4.0","0.0","181.176"
"2017-04-10","2017","April","4","Office Supplies","10.368","2.0","20.0","3.6288"
"2017-04-10","2017","April","4","Technology","95.736","3.0","20.0","20.3439"
"2017-09-04","2017","September","9","Furniture","825.174","9.0","30.0","-117.882"
"2017-09-04","2017","September","9","Office Supplies","17.76","3.0","20.0","5.55"
"2017-09-04","2017","September","9","Office Supplies","6.912","3.0","20.0","0.864"
"2017-12-10","2017","December","12","Technology","599.97","3.0","0.0","257.9871"
"2017-12-10","2017","December","12","Technology","38.97","3.0","0.0","0.7794"
"2017-12-10","2017","December","12","Office Supplies","45.84","8.0","0.0","22.0032"
"2017-12-23","2017","December","12","Office Supplies","28.672","8.0","20.0","10.3936"
"2017-12-23","2017","December","12","Office Supplies","29.312","8.0","80.0","-74.7456"
"2017-10-30","2017","October","10","Office Supplies","105.98","7.0","0.0","4.2392"
"2017-10-30","2017","October","10","Office Supplies","35.06","2.0","0.0","10.518"
"2017-10-30","2017","October","10","Furniture","33.94","1.0","0.0","9.1638"
"2017-10-30","2017","October","10","Office Supplies","30.0","8.0","0.0","14.4"
"2017-11-23","2017","November","11","Office Supplies","7.476","1.0","70.0","-5.9808"
"2017-12-01","2017","December","12","Office Supplies","45.36","7.0","0.0","21.7728"
"2017-12-01","2017","December","12","Office Supplies","10.128","2.0","20.0","3.6714"
"2017-11-07","2017","November","11","Office Supplies","21.792","4.0","20.0","7.6272"
"2017-11-07","2017","November","11","Technology","439.8","4.0","0.0","145.134"
"2017-09-04","2017","September","9","Office Supplies","8.256","4.0","20.0","0.6192"
"2017-09-04","2017","September","9","Office Supplies","25.56","5.0","70.0","-20.448"
"2017-09-04","2017","September","9","Office Supplies","4.368","2.0","70.0","-3.0576"
"2017-09-04","2017","September","9","Office Supplies","11.52","4.0","20.0","3.744"
"2017-09-07","2017","September","9","Office Supplies","1577.94","3.0","0.0","757.4112"
"2017-07-03","2017","July","7","Technology","59.98","2.0","0.0","26.3912"
"2017-07-03","2017","July","7","Technology","2395.2","6.0","20.0","209.58"
"2017-07-03","2017","July","7","Technology","1687.8","4.0","0.0","742.632"
"2017-07-03","2017","July","7","Technology","7.992","1.0","20.0","2.6973"
"2017-06-29","2017","June","6","Office Supplies","5.184","1.0","20.0","1.8144"
"2017-08-07","2017","August","8","Office Supplies","11.68","2.0","0.0","5.4896"
"2017-08-07","2017","August","8","Office Supplies","104.8","10.0","0.0","26.2"
"2017-10-01","2017","October","10","Office Supplies","104.85","1.0","0.0","50.328"
"2017-09-03","2017","September","9","Office Supplies","5.96","2.0","0.0","1.6688"
"2017-09-24","2017","September","9","Technology","1169.694","3.0","40.0","-253.4337"
"2017-12-19","2017","December","12","Office Supplies","1665.62","2.0","0.0","33.3124"
"2017-11-24","2017","November","11","Office Supplies","2.88","1.0","0.0","1.4112"
"2017-11-24","2017","November","11","Office Supplies","1443.96","12.0","0.0","375.4296"
"2017-12-09","2017","December","12","Office Supplies","2.624","1.0","20.0","0.4264"
"2017-06-26","2017","June","6","Technology","431.928","9.0","20.0","64.7892"
"2017-08-21","2017","August","8","Office Supplies","277.4","5.0","0.0","133.152"
"2017-08-21","2017","August","8","Furniture","25.16","2.0","0.0","8.5544"
"2017-08-21","2017","August","8","Furniture","91.92","4.0","0.0","31.2528"
"2017-11-19","2017","November","11","Furniture","718.116","6.0","30.0","-71.8116"
"2017-11-19","2017","November","11","Office Supplies","31.776","4.0","20.0","8.7384"
"2017-09-04","2017","September","9","Office Supplies","487.984","2.0","20.0","152.495"
"2017-09-04","2017","September","9","Technology","5.56","1.0","20.0","1.7375"
"2017-09-04","2017","September","9","Office Supplies","217.85","5.0","0.0","65.355"
"2017-05-19","2017","May","5","Furniture","681.408","12.0","20.0","42.588"
"2017-05-19","2017","May","5","Office Supplies","3.52","2.0","0.0","1.0208"
"2017-05-19","2017","May","5","Office Supplies","5.58","1.0","0.0","1.395"
"2017-05-19","2017","May","5","Technology","36.32","1.0","0.0","10.896"
"2017-11-26","2017","November","11","Office Supplies","52.272","3.0","20.0","9.801"
"2017-11-26","2017","November","11","Office Supplies","213.136","7.0","20.0","23.9778"
"2017-05-03","2017","May","5","Office Supplies","69.52","2.0","0.0","19.4656"
"2017-05-03","2017","May","5","Office Supplies","763.44","8.0","0.0","45.8064"
"2017-12-09","2017","December","12","Technology","104.88","6.0","0.0","41.952"
"2017-12-09","2017","December","12","Office Supplies","34.7","5.0","0.0","12.492"
"2017-12-09","2017","December","12","Office Supplies","33.72","4.0","0.0","15.5112"
"2017-12-09","2017","December","12","Office Supplies","14.94","3.0","0.0","7.0218"
"2017-08-31","2017","August","8","Office Supplies","638.73","9.0","0.0","166.0698"
"2017-04-24","2017","April","4","Office Supplies","113.568","2.0","20.0","-21.294"
"2017-09-08","2017","September","9","Technology","9.096","1.0","20.0","1.7055"
"2017-07-03","2017","July","7","Technology","258.9","10.0","0.0","93.204"
"2017-07-03","2017","July","7","Office Supplies","24.56","2.0","0.0","11.5432"
"2017-10-03","2017","October","10","Office Supplies","20.64","5.0","20.0","2.322"
"2017-11-06","2017","November","11","Furniture","127.372","2.0","30.0","-30.9332"
"2017-11-06","2017","November","11","Office Supplies","47.952","3.0","20.0","16.1838"
"2017-06-02","2017","June","6","Office Supplies","25.344","6.0","20.0","7.92"
"2017-06-02","2017","June","6","Office Supplies","43.92","5.0","20.0","15.921"
"2017-11-13","2017","November","11","Technology","163.96","4.0","0.0","70.5028"
"2017-12-24","2017","December","12","Furniture","37.93","1.0","0.0","6.8274"
"2017-03-18","2017","March","3","Office Supplies","23.832","3.0","20.0","6.5538"
"2017-10-15","2017","October","10","Furniture","510.24","3.0","20.0","6.378"
"2017-10-15","2017","October","10","Office Supplies","204.95","5.0","0.0","100.4255"
"2017-04-21","2017","April","4","Technology","11.54","1.0","0.0","3.462"
